id,track_name,artist_name,album_name,external_url,preview_url,release_date
0nA1wFwYTY1kQ5NOjqAwYe,Lookout Weekend,Debbie Deb,Lookout Weekend,https://open.spotify.com/track/0nA1wFwYTY1kQ5NOjqAwYe,,2013-11-28
6gf7WF9nXNON9HdNtrdEDq,I Should Live in Salt,The National,Trouble Will Find Me,https://open.spotify.com/track/6gf7WF9nXNON9HdNtrdEDq,,2013-05-27
2ThdB23G9Rgf1ExndFGEEg,Tap Out,The Strokes,Comedown Machine,https://open.spotify.com/track/2ThdB23G9Rgf1ExndFGEEg,,2013-03-25
51hSi1p7g2KdXg7fJA1Hgp,The Drop,Bro Safari,The Drop EP,https://open.spotify.com/track/51hSi1p7g2KdXg7fJA1Hgp,,2013-10-22
1jWoeUIvNJniadGbeTj03X,Playing Around Before the Party Starts,Childish Gambino,Because the Internet,https://open.spotify.com/track/1jWoeUIvNJniadGbeTj03X,,2013-12-10
6sgwKljdnXRGVnfbNcUNwo,DDFH,Run The Jewels,Run the Jewels,https://open.spotify.com/track/6sgwKljdnXRGVnfbNcUNwo,,2013-06-26
2kg6xSbkMXH36655I5iJMN,About That Life,Attila,About That Life,https://open.spotify.com/track/2kg6xSbkMXH36655I5iJMN,,2013-06-25
1xBRGN41DWx2vwNFY5CvGe,Night Witches,Sabaton,Heroes,https://open.spotify.com/track/1xBRGN41DWx2vwNFY5CvGe,,2014-05-16
5MCLSA55onhNKIOd0R4hzT,Pilares de Cristal,Chalino Sanchez,El 21 Black Jack,https://open.spotify.com/track/5MCLSA55onhNKIOd0R4hzT,,2014-11-18
3RJuptH9QoeJWzHd4ZCI0u,Lullabies - Adventure Club Remix,Yuna,Lullabies,https://open.spotify.com/track/3RJuptH9QoeJWzHd4ZCI0u,,2014-05-06
6vJZqJSQPVXDQ6RWavKyRL,Yi Jian Mei 一剪梅,Andy Law 罗志聪,Qian Nian De Si Nian,https://open.spotify.com/track/6vJZqJSQPVXDQ6RWavKyRL,,2014-12-29
1RJZLVGpBG9nNZiHRQSWTp,"Recess (with Kill The Noise, Fatman Scoop, and Michael Angelakos)",Skrillex,Recess,https://open.spotify.com/track/1RJZLVGpBG9nNZiHRQSWTp,,2014-03-14
2gABnPYOMsyxThmsOQ4uWK,Tequila Sunrise,Cypress Hill,The Essential Cypress Hill,https://open.spotify.com/track/2gABnPYOMsyxThmsOQ4uWK,,2014-10-10
4orHVYvdG5v4G4bmp2Lwdg,Sight of the Sun - Single Version,fun.,Sight of the Sun,https://open.spotify.com/track/4orHVYvdG5v4G4bmp2Lwdg,,2014-03-11
2erJNsSTMuauIxhonNvliI,The Wheels on the Bus,Nursery Rhymes,Nursery Rhymes,https://open.spotify.com/track/2erJNsSTMuauIxhonNvliI,,2014-05-01
1RgiH5ucgoEWDKmGyA5drQ,Neptune,Sleeping At Last,Atlas: I,https://open.spotify.com/track/1RgiH5ucgoEWDKmGyA5drQ,,2014-07-08
7ti4qMC7xYQeh1uRzj5XuM,Pumpin Blood,NONONO,We Are Only What We Feel,https://open.spotify.com/track/7ti4qMC7xYQeh1uRzj5XuM,,2014
75dPA4e9zmNGZCMnTxHj6P,A Dream of You and Me,Future Islands,Singles,https://open.spotify.com/track/75dPA4e9zmNGZCMnTxHj6P,,2014-03-24
69yJiimH7jCdxNKOJ8MJd9,El Amor De Mi Vida,La Energia Nortena,Cruzando Territorio,https://open.spotify.com/track/69yJiimH7jCdxNKOJ8MJd9,,2014-07-22
5eOWpFP7pTLQmISfx2RJpW,All My Life,Run The Jewels,Run The Jewels 2,https://open.spotify.com/track/5eOWpFP7pTLQmISfx2RJpW,,2014-10-24
4bTGlV7bSXNS43W5p8IxYo,AK47,King Lil G,AK47 Boyz,https://open.spotify.com/track/4bTGlV7bSXNS43W5p8IxYo,,2014-05-27
4VZ0UOLwnTnQSLZJme5lyQ,Qué Tiene De Malo,Calibre 50,Contigo,https://open.spotify.com/track/4VZ0UOLwnTnQSLZJme5lyQ,,2014-06-03
